,Name,2_March,18_May
2325,Mahindra EPC Irrig,132.0,137.25
2326,Mahindra Financial,287.65,264.5
2327,Mahindra Holidays,418.25,409.0
2328,Mahindra Lifespace,593.1,621.0
2329,Mahindra Logistics,439.3,447.2
2330,Maithan Alloys,1120.95,1319.4
2331,Maitri Enterprises,41.47,29.52
2332,Majestic Auto,0.0,0.0
2333,Makers Laboratories,129.45,144.95
2334,Mallcom,953.4,1021.95
2335,Malu Paper Mills,47.7,42.95
2336,Man Industries,404.25,372.75
2337,Man Infraconstruction,208.85,197.55
2338,Manaksia,123.15,112.45
2339,Manaksia Aluminium,32.85,24.95
2340,Manaksia Coated,41.15,58.65
2341,Manaksia Steels,74.0,62.9
2342,Manali Petrochem,70.25,77.95
2343,Manappuram Finance,181.05,181.8
2344,Manbro Industries,632.75,675.45
2345,Mandhana Retail,16.3,13.1
2346,Mangalam Cement,730.8,868.4
2347,Mangalam Drugs,122.1,101.3
2348,Mangalam Global Entr,22.0,22.75
2349,Mangalam Indl,5.15,4.48
2350,Mangalam Organics,351.85,378.6
2351,Mangalam Seeds,329.45,303.05
2352,Mangalam Timber Prod,17.35,17.35
2353,Mangalore Chemical,123.9,112.3
2354,Mangalore Refinery,233.1,213.75
2355,Manjeera Constr,0.0,0.0
2356,Mankind Pharma,2139.6,2111.65
2357,Manoj Vaibhav Gems,244.05,247.95
2358,Manomay Tex India,181.25,189.95
2359,Manor Estates,4.55,6.26
2360,Manorama Inds,2074.15,570.0
2361,Manorama Inds,2074.15,570.0
2362,Manraj Housing Fin,39.5,38.68
2363,Mansi Finance,59.96,57.3
2364,Manugraph India,25.45,23.45
2365,Maral Overseas,78.2,74.5
2366,Marathon Nextgen,521.55,419.3
2367,Marble City Indi,18.94,16.1
2368,Marg Techno-Projects,32.0,26.15
2369,Margo Finance,50.34,43.05
2370,Marico,528.45,594.55
2371,Marine Electrials,108.1,103.3
2372,Maris Spinners,40.62,40.5
2373,Markolines Traffic,147.45,144.25
2374,Marksans Pharma,156.25,166.85
2375,Marshall Machines,38.45,27.35
2376,Martin Burn,55.39,50.81
2377,Maruti Infra,169.15,170.0
2378,Maruti Securities,7.68,8.6
2379,Maruti Suzuki,11567.2,12600.15
2380,MAS Financial,322.95,295.95
2381,Mask Investments,85.2,83.2
2382,Mastek,2951.95,2525.0
2383,Master Chemicals,29.6,29.6
2384,Master Trust,795.95,730.0
2385,Mathew Easow Research,8.19,8.28
2386,Matrimony,530.3,552.95
2387,Mauria Udyog,10.85,9.22
2388,Mawana Sugars,99.65,95.6
2389,Max Estates,273.25,352.2
2390,Max Fin Services,970.25,1024.8
2391,Max Healthcare,770.35,846.45
2392,Max Heights Infra,64.98,70.0
2393,Max India,0.0,0.0
2394,Max India,0.0,273.05
2395,Max India,210.8,0.0
2396,Max India,210.8,273.05
2397,Max Ventures & Inds,216.2,216.2
2398,Maxgrow India,1.22,1.22
2399,Maximaa Systems,0.84,0.84
2400,Maximus Intl,25.45,18.94
2401,Maximus Intl,25.45,18.94
2402,Maximus Intl,25.45,18.94
2403,Maximus Intl,25.45,18.94
2404,Mayukh Dealtrade,13.83,8.06
2405,Mayur Floorings,10.15,9.37
2406,Mayur Leather Prod,6.73,6.73
2407,Mayur Uniquoters,520.45,530.85
2408,Mazagon Dock Ship,2104.4,2874.3
2409,Mazda,1427.15,1454.45
2410,MBAPL,285.65,226.15
2411,MBL Infrastructures,48.1,47.7
2412,Mcdowell Holdings,68.75,68.75
2413,MCFL,109.5,107.0
2414,McLeod Russel,35.7,25.1
2415,MCX,3826.35,4042.5
2416,Medi Assist Health,510.95,489.65
2417,Media Matrix,19.22,18.29
2418,Mediaone Glob Enter,36.7,43.03
2419,Medicamen Biotech,490.9,536.1
2420,MediCaps,0.0,0.0
2421,Medico Intercont,62.74,48.15
2422,Medico Remedies,88.45,38.95
2423,Medico Remedies,88.45,38.95
2424,Medico Remedies,88.45,38.95
2425,Medico Remedies,88.45,38.95
2426,Medinova Diagnostic,40.4,36.6
2427,Medplus Health Services,692.3,696.5
2428,Meera Industries,52.28,42.7
2429,Mefcom Capital Mkts,14.85,12.52
2430,Mefcom Capital Mkts,14.85,12.52
2431,Mefcom Capital Mkts,14.85,12.52
2432,Mefcom Capital Mkts,14.85,12.52
2433,Mega Corporation,3.34,2.76
2434,Mega Nirman & Inds,17.1,14.5
2435,Megasoft,88.65,73.15
2436,Megastar Foods,343.2,275.2
2437,Megh Mayur Infra,0.13,0.13
2438,Meghmani,98.75,83.0
2439,Meghmani Finechem,1206.45,1281.1
2440,Meglon Infra-Real,2.65,2.65
2441,Megri Soft,104.9,129.0
2442,Mehai Technology,25.0,34.0
2443,Mehta Housing Fin,118.0,169.0
2444,Mehta Integrated Fin,27.56,32.5
2445,Mehta Securities,30.43,28.36
2446,Melstar Info Tech,5.3,5.0
2447,Mena Mani Inds,11.74,7.92
2448,Mena Mani Inds,11.74,7.92
2449,Mena Mani Inds,11.74,7.92
2450,Mena Mani Inds,11.74,7.92
2451,Menon Bearings,135.5,127.95
2452,Menon Pistons,103.0,92.59
2453,MEP Infra Devs,15.2,8.45
2454,Mercantile Ventures,25.0,22.2
2455,Mercator,0.85,0.85
2456,Mercury Labs,843.6,915.9
2457,Mercury Metals,89.29,74.3
2458,Mercury Trade Links,3.1,9.58
2459,Metal Coatings,93.02,90.99
2460,Metalyst Forgings,4.0,4.05
2461,Metro Brands,1130.55,1133.4
2462,Metroglobal,0.0,0.0
2463,Metropolis,1699.05,1840.6
2464,Meyer Apparel,1.78,2.61
2465,MFL India,0.79,0.71
2466,MFS Intercorp,9.59,7.63
2467,MIC Electronics,48.9,49.8
2468,Mid India Inds,0.0,0.0
2469,Midas Infra Trade,1.15,1.15
2470,Mideast Int Steels,9.58,9.58
2471,Mideast Portfolio Mgmt,10.93,10.99
2472,Midwest Gold,19.45,16.71
2473,Mihika Industries,26.3,25.1
2474,Milestone Global,33.0,25.14
2475,Milgrey Finance,83.63,70.0
2476,Milkfood,554.4,521.0
2477,Millennium Online,1.94,3.18
2478,Minal Industries,6.07,4.97
2479,Minaxi Textiles,2.85,2.51
2480,Minda Corporation,431.25,430.75
2481,Mindteck (India),225.7,314.75
2482,MindTree,3433.85,3433.85
2483,Mini Diamonds,28.03,67.32
2484,Mipco Seamless Rings,31.47,40.05
2485,MIRC Electronics,24.7,22.45
2486,Mirza International,52.25,45.5
2487,Mishka Exim,34.5,39.0
2488,Mishra Dhatu Nigam,427.35,476.55
2489,Mishtann Foods,21.11,18.77
2490,MITCON Consultancy,130.7,135.3
2491,Mitshi India,25.28,23.4
2492,Mitsu Chem Plast,172.6,150.55
2493,Mittal Life Style,2.45,1.75
2494,Mittal Life Style,2.45,1.75
2495,Mittal Life Style,2.45,1.75
2496,Mittal Life Style,2.45,1.75
2497,Miven Machine Tools,97.3,122.4
2498,MK Exim (India),81.24,82.47
2499,MK Proteins,43.6,14.3
2500,MK Proteins,43.6,14.3
2501,MK Proteins,43.6,14.3
2502,MK Proteins,43.6,14.3
2503,MKP Mobility,183.75,238.2
2504,MKVentures Cap,1849.15,2370.0
2505,MM Forgings,926.55,1121.55
2506,MM Rubber Company,106.95,102.55
2507,MMP Industries,274.7,278.9
2508,MMTC,78.75,75.5
2509,MO Financial,1672.55,2406.15
2510,Modella Woollens,72.01,68.0
2511,Modern Converters,69.23,165.6
2512,Modern Dairies,32.64,40.25
2513,Modern India,46.25,46.25
2514,Modern Insulators,0.0,0.0
2515,Modern Shares,36.54,51.76
2516,Modern Steel,23.54,22.94
2517,Modex Internatl. Sec,3.33,3.33
2518,Modi Naturals,252.9,210.6
2519,Modipon,0.0,0.0
2520,Modison,124.0,136.05
2521,Modulex Construction,12.94,9.81
2522,Mohit Industries,22.05,21.8
2523,Mohit Paper Mills,32.78,32.0
2524,Mohite Industries,40.5,51.06
2525,Mohota Industries,4.6,4.6
2526,MOIL,281.0,551.05
2527,Moksh Ornaments,26.0,17.6
2528,Mold-Tek Packaging,856.05,796.25
2529,Mold-Tek Tech,216.85,228.6
2530,Monarch Networth,630.3,565.35
2531,Moneyboxx Finance,258.95,310.6
2532,Monind,26.63,25.52
2533,Monotype India,0.88,0.8
2534,Monte Carlo Fashions,637.65,685.85
2535,Moongipa Capital,34.25,31.15
2536,Morarjee Textiles,22.75,16.95
2537,Morarka Finance,160.05,153.2
2538,Morepen Labs,50.8,47.9
2539,Morgan Ventures,40.56,51.99
2540,Morganite Crucible,1449.5,1710.0
2541,Moschip Tech,97.65,139.75
2542,Motherson Sumi Wiring India,71.45,69.2
2543,Motisons Jewellers,172.1,170.4
2544,Motor & Gen Finance,37.5,34.1
2545,Mount Housing,28.56,29.98
2546,MP Agro Industries,8.89,11.75
2547,MPDL,43.42,51.15
2548,MPF Systems,15.13,31.36
2549,Mphasis,2657.3,2322.3
2550,MPIL Corporation,0.0,0.0
2551,MPL Plastics,0.0,0.0
2552,MPS,1656.25,1672.55
2553,MPS Infotecnics,0.6,0.35
2554,MPS Pharmaa,3.06,3.33
2555,MRC Agrotech,12.61,13.1
2556,Mrkt Creators,10.99,10.55
2557,MRO-TEK Reality,79.15,96.35
2558,Mrs Bectors Food,1097.65,1298.3
2559,MRT,293.0,210.6
2560,MSP Steel & Power,32.15,26.45
2561,MSR India,11.43,9.9
2562,MSTC,954.75,965.95
2563,MT Educare,3.95,3.15
2564,MTAR Technologies,1920.0,2042.3
2565,MTNL,43.85,37.35
2566,Mudra Financial,4.1,4.1
2567,Mudunuru,14.83,13.68
2568,Mufin Green Finance,210.6,124.5
2569,Mufin Green Finance,210.6,125.25
2570,Mufin Green Finance,210.5,124.5
2571,Mufin Green Finance,210.5,125.25
2572,Mukand,173.65,163.05
2573,Mukand Engineers,30.75,30.75
2574,Mukat Pipes,0.0,0.0
2575,Mukesh Babu Fin,152.05,147.35
2576,Mukta Agriculture,4.07,4.05
2577,Mukta Arts,80.0,69.1
2578,Muller & Phipps,204.75,239.0
2579,Multibase India,273.3,290.0
2580,Multipurpose,9.03,10.22
2581,Munjal Auto Inds,92.45,82.1
2582,Munjal Showa,195.7,166.55
2583,Munoth Cap Market,199.8,110.5
2584,Munoth Communication,12.77,9.39
2585,Munoth Fin Serv,70.51,70.95
2586,Murudeshwar Ceramics,55.55,49.7
2587,Music Broadcast,21.15,17.35
2588,Muthoot Capital Serv,316.75,299.35
2589,Muthoot Finance,1319.45,1703.4
2590,Muthoot Microfin,233.85,226.25
2591,Muzali Arts,1.29,0.98
2592,MY Money Securities,14.71,15.44
2593,Mysore Petro Chem,0.0,0.0
2594,Mystic Electronics,5.65,4.26
2595,N2N,25.0,23.03
2596,NAAPBOOKS Limited,207.75,62.15
2597,NACL Industries,71.0,67.3
2598,Naga Dhunseri Group,2450.0,2497.0
2599,Nagarjuna Agri Tech,12.56,14.03
2600,Nagarjuna Fertilizer,12.0,10.45
2601,Nagpur Power & Inds,106.0,128.0
2602,Nagreeka Capital,19.0,20.3
2603,Nagreeka Exports,36.1,30.75
2604,Nahar Cap & Fin,308.5,293.25
2605,Nahar Inds Enter,135.5,121.95
2606,Nahar Poly Films,200.8,190.65
2607,Nahar Spinning Mills,322.85,268.85
2608,Nakoda Group of Inds,50.25,55.65
2609,Naksh Precious Metal,15.28,13.0
2610,NALCO,165.8,199.9
2611,Nalin Lease Finance,51.0,44.5
2612,Nalwa Sons Invst,3452.4,3456.7
2613,Nam Securities,102.15,142.0
2614,Nanavati Ventures,50.25,49.5
2615,Nandan Denim,37.45,39.15
2616,Nandani Creation,62.75,56.25
2617,Naperol Investments,0.0,0.0
2618,Narayana Hrudayalaya,1319.9,1292.3
2619,Narayani Steels,195.6,20.56
2620,Narbada Gems,73.01,73.0
2621,Narendra Investments,58.83,50.87
2622,Narendra Properties,48.1,46.0
2623,Narmada Agrobase,25.7,23.2
2624,Narmada Drip,11.33,26.38
2625,Narmada Gelatines,0.0,0.0
2626,NATCAPSPP,462.55,462.55
2627,Natco Pharma,993.65,999.4
2628,Nath Bio-Genes,205.65,195.9
2629,Nath Industries,75.0,69.76
2630,National Fertilizers,101.9,101.9
2631,National Fittings,111.95,125.4
2632,National General Inds,76.33,83.65
2633,National Oxygen,45.4,45.4
2634,National Plastic Inds,83.49,73.55
2635,National Plastic Tech,447.6,415.0
2636,National Plywood Inds,6.2,5.32
2637,National Steel &Agro,3.95,3.95
2638,National Stndrd,5074.4,4800.0
2639,Natraj Proteins,47.95,51.78
2640,Natura Hue Chem,7.48,7.36
2641,Natural Biocon,11.63,10.38
2642,Natural Capsules,329.55,326.75
2643,Naturite Agro Prod,105.85,82.14
2644,Nava,526.0,513.4
2645,Navin Fluorine,3069.0,3430.05
2646,Navkar Corporation,108.5,101.3
2647,Navkar Urban,4.86,14.72
2648,Navketan Merchants,1.04,1.04
2649,Navneet Education,152.2,157.95
2650,Naysaa Securities,249.2,305.0
2651,Nazara Technologies,767.0,624.45
2652,NBCC (India),134.5,143.8
2653,NBI Industrial Fin,1900.4,1872.55
2654,NCC,255.3,277.75
2655,NCL Industries,227.0,206.45
2656,NCL Research,0.82,0.69
2657,NCL Research & Fin,0.82,0.69
2658,ND Metal Industries,100.24,108.7
2659,NDA Securities,87.54,52.78
2660,NDR Auto Components,912.75,827.35
2661,NDTV,259.5,218.4
2662,Nectar Life Sciences,38.3,34.65
2663,Neelamalai Agro,3966.9,3801.0
2664,Neelkanth,51.43,34.74
2665,Neeraj Paper Marketing,20.05,17.7
2666,Negotium Intl Trade,0.67,0.67
2667,Neil Industries,19.08,19.49
2668,Nelcast,158.3,145.9
2669,Nelco,787.4,747.85
2670,Neo Infracon,15.63,15.75
2671,Neogem India,4.56,3.03
2672,Neogen Chemicals,1322.8,1458.35
2673,Nesco,865.4,887.05
2674,Nestle India,2594.9,2504.4
2675,Nestle India,2594.9,2504.4
2676,Nestle India,2594.9,2504.4
2677,Nestle India,2594.9,2504.4
2678,Net Pix Digital,31.5,31.5
2679,Netlink Solutions,108.0,168.75
2680,Netripples Software,5.51,5.51
2681,Nettlinx,101.65,116.8
2682,Netweb Technologies,1802.5,2163.35
2683,Network18 Media,105.5,81.85
2684,Neueon Towers,3.2,3.4
2685,Neuland Labs,7208.35,6225.2
2686,New India Assurance,272.3,235.7
2687,New Light Apparels,18.0,21.1
2688,Newgen Software Tech,850.25,986.5
2689,Newtime Infra,47.75,54.33
2690,Next Mediaworks,6.85,7.45
2691,Nexus Surgical,13.48,12.4
2692,NG Industries,173.15,163.0
2693,NGL Fine Chem,2014.6,2339.4
2694,NHC Foods,42.66,46.85
2695,NHPC,90.45,97.9
2696,NIBE,1685.95,1505.0
2697,Nicco Parks,144.55,143.9
2698,Nicco Uco Alliance,0.29,0.29
2699,Nidhi Granites,165.0,128.15
2700,Nihar Info Global,8.41,5.77
2701,NIIT,126.1,104.3
2702,NIIT Learning Sys,516.35,466.15
2703,Nikhil Adhesives,132.75,129.0
2704,Nikki Global Finance,12.24,9.43
2705,NIKS Technology,455.85,580.15
2706,Nila Infrastructures,13.35,11.7
2707,Nila Spaces,5.35,9.5
2708,Nilachal Refractories,79.85,57.0
2709,NILE,1473.85,1320.0
2710,Nilkamal,1976.0,1892.45
2711,Nimbus Projects,35.55,39.22
2712,NINtec Systems,518.6,469.4
2713,Nippon Life India AM,516.45,592.95
2714,Niraj Cement Struct,47.2,43.05
2715,Nirav Commercials,724.4,560.0
2716,Nirlon,0.0,0.0
2717,Nirmitee Robotics,119.0,151.05
2718,Nishtha Fin.&Invest,7.45,7.45
2719,Nitco,68.3,80.95
2720,Nitin Castings,599.4,602.8
2721,Nitin Spinners,358.2,348.7
2722,Nitiraj Engg,169.8,229.85
2723,Nitta Gelatin,0.0,0.0
2724,Nivaka Fashions,4.88,4.09
2725,Niyogin Fintech,78.4,74.15
2726,NK Industries,54.9,53.75
2727,NLC India,231.6,239.9
2728,NMDC,234.7,280.15
2729,NMDC Steel,63.45,65.45
2730,NMS Global,90.84,59.67
2731,NOCIL,266.45,262.25
2732,Noida Toll Bridge Co,10.15,9.0
2733,Norben Tea & Exports,12.8,12.65
2734,Norris Medicines,18.83,10.9
2735,North Eastern Carrying,33.95,25.7
2736,Northlink Fiscal,26.1,31.6
2737,Nouveau Global Ven,0.49,0.49
2738,Nova Iron & Steel,0.0,0.0
2739,Novartis India,672.25,672.25
2740,NPR Finance,21.8,17.51
2741,NR Agarwal Inds,447.25,464.55
2742,NRB Bearings,323.25,323.15
2743,NRB Inds Bearings,33.15,36.25
2744,NRL,14.24,12.57
2745,NTC Industries,126.4,126.4
2746,NTPC,341.75,366.3
2747,Nucleus Software,1396.95,1340.25
2748,Nupur Recyclers,127.4,80.75
2749,Nureca,342.65,271.6
2750,Nutech Global,31.5,22.78
2751,Nutraplus India,2.1,2.1
2752,Nutricircle,226.3,237.6
2753,Nuvama Wealth,4097.5,4920.6
2754,Nuvoco Vistas,337.3,324.2
2755,Nuway Organic,25.8,26.75
2756,NXTDigital,108.35,98.5
2757,Nykaa,159.45,176.9
2758,Nyssa Corporation,8.05,6.48
2759,Oasis Securities,107.99,135.0
2760,OBCL,62.0,54.15
2761,Oberoi Realty,1371.1,1738.45
2762,Objectone Info Sys,16.12,16.88
2763,Oceanaa Biotek,2.4,2.4
2764,Oceanic Foods,30.25,30.25
2765,OCL Iron and Steel,1.85,1.85
2766,Octal Credit Capital,19.53,17.15
2767,Octavius Plantations,77.0,94.53
2768,Odyssey Corporation,9.5,9.15
2769,Odyssey Tech,77.74,98.6
2770,OFSS,7759.5,7787.85
2771,Oil Country Tubular,35.55,40.2
2772,Oil India,592.75,646.5
2773,OK Play India,192.3,13.5
2774,OK Play India,192.3,13.5
2775,Olectra Greentech,1976.75,1722.2
2776,Olympia Industries,59.95,64.69
2777,Olympic Cards,4.15,3.36
2778,Olympic Oil Inds,16.67,59.22
2779,Om Infra,128.15,129.4
2780,Omansh Enterprises,0.51,0.58
2781,Omax Autos,113.0,145.2
2782,Omaxe,106.75,93.9
2783,OMDC,6744.1,6262.0
2784,Omega Interactive,356.0,338.95
2785,Omkar Overseas,4.09,4.5
2786,Omkar Pharmachem,22.48,21.95
2787,Omkar Spl Chemicals,7.95,7.0
2788,Omni AxS Software,4.66,3.98
2789,Omnipotent Indus,12.36,11.98
2790,Omnitex Inds,165.9,163.15
2791,One Global Service,85.73,96.0
2792,One Point One Solutions,57.7,58.35
2793,Onelife Capital Advisors,19.85,17.0
2794,Onesource Ideas Venture,80.92,68.5
2795,ONGC,271.9,279.0
2796,Onmobile Global,83.65,76.55
2797,Ontic Finserve,0.7,0.65
2798,Onward Technologies,536.75,436.15
2799,Optiemus infracom,309.2,282.8
2800,Optimus Finance,119.3,115.0
2801,Opto Circuits,1.8,1.8
2802,Oracle Credit,158.0,137.6
2803,Orbit Exports,179.2,164.25
2804,Orchid Pharma,1202.1,1075.1
2805,Organic Coatings,11.0,11.23
2806,Oricon Enterprises,39.55,38.8
2807,Orient Abrasives,64.15,48.9
2808,Orient Bell,371.0,384.25
2809,Orient Beverages,370.45,298.0
2810,Orient Cement,237.9,214.7
2811,Orient Electric,208.7,228.4
2812,Orient Green Power,23.1,21.35
2813,Orient Paper,50.45,55.05
2814,Orient Press,97.8,92.85
2815,Orient Tradelink,8.92,8.99
2816,Oriental Aromatics,352.65,353.45
2817,Oriental Carbon,771.3,722.75
2818,Oriental Hotels,134.55,145.85
2819,Oriental Rail Infra,283.95,272.0
2820,Oriental Trimex,11.4,9.05
2821,Orosil Smiths India,4.28,4.19
2822,Ortin Laboratories,19.95,18.5
2823,Oscar Global,13.7,12.28
2824,Osia Hyper Retail,36.25,29.55
2825,Osia Hyper Retail,36.25,29.55
2826,Osia Hyper Retail,36.25,29.55
2827,Osia Hyper Retail,36.25,29.55
2828,Osiajee Texfab,36.05,43.5
2829,Oswal Agro Mills,44.95,45.4
2830,Oswal Greentech,36.6,33.45
2831,Oswal Overseas,4.9,4.9
2832,Oswal Yarns,5.83,23.02
2833,OTCO International,7.19,7.1
2834,Ovobel Foods,220.2,237.0
2835,Oxygenta,37.33,36.48
2836,P&G,16030.6,15735.4
2837,P&G Health,5115.3,4829.85
2838,Pacheli Inds Fin,12.74,16.5
2839,Pacific Industries,0.0,0.0
2840,Pact Industries,1.36,1.36
2841,Padam Cotton Yarns,48.81,32.02
2842,Padmalaya Telefilms,0.0,0.0
2843,Padmanabh Alloys,23.97,26.3
2844,Padmanabh Industries,4.9,6.79
2845,PAE,7.05,7.05
2846,Pagaria Energy,10.75,8.31
2847,Page Industries,35531.2,35769.5
2848,Paisalo Digital,190.9,70.85
2849,Pakka,320.15,269.75
2850,Palash Securities,117.0,136.4
2851,Palco Metals,82.64,95.0
2852,Palm Jewels,21.67,19.02
2853,Palred Technologies,169.95,118.75
2854,Palsoft Infosystems,5.4,5.4
2855,Pan Elctrncs,44.34,62.43
2856,Pan India Corp,0.0,0.0
2857,Panabyte Technologs,27.0,25.98
2858,Panacea Biotec,155.35,137.85
2859,Panache Digilife,75.1,82.45
2860,Panafic Industrials,1.72,1.3
2861,Panama Petrochem,349.9,340.45
2862,Panasonic Carbon,0.0,0.0
2863,Panasonic Energy,0.0,0.0
2864,Panchmahal Steel,0.0,0.0
2865,Panchsheel Organics,0.0,0.0
2866,Panjon,18.61,18.01
2867,Pankaj Piyush Trade,102.5,133.95
2868,Pankaj Polymers,9.0,9.0
2869,Panorama Studios,948.4,900.0
2870,Pansari Developers,101.85,89.0
2871,Panth Infinity,8.74,7.65
2872,Panyam Cements,183.3,192.9
2873,Paos Industries,9.7,10.72
2874,Par Drugs & Chemical,206.2,261.0
2875,Parab Infra,0.0,0.0
2876,Paradeep Phsphts,77.05,70.1
2877,Parag Milk Foods,245.5,214.6
2878,Paragon Finance,52.11,55.6
2879,Paramount Comm,80.1,73.05
2880,Paramount Cosmetic,40.94,41.0
2881,Paras Defence,732.9,774.85
2882,Parenteral Drugs,2.9,2.9
2883,Parker Agro Chem,26.0,24.32
2884,Parle Industries,8.43,12.87
2885,Parmax Pharma,32.49,32.45
2886,Parnax Lab,89.89,117.55
2887,Parshva Enterprises,211.0,161.05
2888,Parshwanath Corp,71.54,45.87
2889,Parsvnath Developers,14.6,13.7
2890,Parvati Sweetners,12.36,10.33
2891,Pasari Spinning,7.58,7.8
2892,Pasupati Acrylon,46.8,38.7
2893,Pasupati Spinning,0.0,0.0
2894,Patanjali Foods,1602.95,1427.3
2895,Patel Engineering,67.95,58.6
2896,Patel Logistics,25.7,21.2
2897,Patels Airtemp,450.2,552.35
2898,Patidar Buildcon,10.83,11.49
2899,Patspin India,14.1,14.1
2900,Paul Merchants,962.35,898.0
2901,Paushak,5452.55,5236.45
2902,Pavna Industries,486.7,532.05
2903,Paytm,414.4,344.4
2904,Pazel Intl,0.54,0.54
2905,PBA Infrastructure,13.65,13.65
2906,PBM Polytex,93.06,92.0
2907,PC Jeweller,63.2,50.1
2908,PCBL,298.6,269.2
2909,PCS Technology,21.6,27.65
2910,Pds In,517.75,422.4
2911,Pearl Global Inds,650.45,619.75
2912,Pearl Global Inds,650.45,619.75
2913,Pearl Polymers,38.65,39.2
2914,Pee Cee Cosma Sope,409.05,432.0
2915,Peeti Securities,24.35,23.32
2916,PEFL,105.3,
2917,Peninsula Land,58.85,66.2
2918,Pennar Industries,137.7,135.85
2919,Pentamedia Graphic,0.0,0.0
2920,Pentokey Organy,59.06,41.5
2921,People's Investment,33.95,82.4
2922,Perfect-Octave,2.84,2.33
2923,Perfectpac,106.0,123.0
2924,Peria Karamalai Tea,372.7,326.75
2925,Permanent Magnets,0.0,0.0
2926,Persistent Systems,8575.85,3527.3
2927,Persistent Systems,8575.85,3527.3
2928,Petronet LNG,281.85,313.5
2929,Pfizer,4522.3,4473.05
2930,PG Electroplast,1841.75,2194.85
2931,PG Foils,200.0,195.0
2932,PH Capital,150.35,160.5
2933,Phaarmasia,32.33,37.5
2934,Pharmaids Pharma,60.0,58.49
2935,Phoenix Intl,0.0,0.0
2936,Phoenix Mills,2772.55,3125.6
2937,Phoenix Township,97.4,86.2
2938,Phosphate Company,156.05,154.0
2939,Photon Capital Adv,63.84,71.0
2940,Photoquip (India),25.92,26.72
2941,Phyto Chem India,38.8,35.6
2942,PI Industries,3688.0,3579.75
2943,Piccadily Agro,367.25,819.1
2944,Piccadily Sugar,0.0,0.0
2945,Picturehouse Media,10.34,9.38
2946,Pidilite Industries,2742.2,3014.5
2947,PIL,12.78,13.54
2948,Pil Italica Lifestyle,14.6,11.9
2949,Pilani Investment,3591.2,3905.3
2950,Pioneer Agro Extracts,9.31,9.31
2951,Pioneer Distilleries,180.55,180.55
2952,Pioneer Embroideries,47.6,43.25
2953,Pioneer Investcorp,46.19,50.22
2954,Piramal Enterprises,934.85,828.75
2955,Piramal Pharma,132.5,149.5
2956,Pitti Engineering,795.65,873.45
2957,PIX Transmission,1386.45,1358.25
2958,Plastiblends India,264.5,266.65
2959,Plaza Wires,96.4,90.85
2960,PM Telelinks,5.49,6.15
2961,PMC Fincorp,2.91,2.84
2962,PNB,125.8,126.1
2963,PNB Gilts,111.35,103.85
2964,PNB Housing Finance,732.55,747.3
2965,PNC Infratech,436.25,458.4
2966,POCL Enterprises,305.3,309.0
2967,Poddar Housing,104.05,105.0
2968,Poddar Pigments,383.9,373.1
2969,Pokarna,502.2,515.15
2970,PolicyBazaar,1113.0,1361.05
2971,Polo Hotels,12.87,7.65
2972,Polo Queen Inds,45.18,47.01
2973,Polson,13703.15,13500.0
2974,Poly Medicure,1610.5,1659.05
2975,Polycab India,4794.35,6496.25
2976,Polychem,0.0,0.0
2977,Polycon International,15.56,12.0
2978,Polylink Polymer,36.57,27.5
2979,Polymechplast Machines,55.85,54.01
2980,Polyplex Corporation,875.45,896.8
2981,Polyspin Exports,50.96,49.97
